MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
PEDRA BRANCA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-01,M,23
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-01,M,16
MADALENA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-06-01,M,37
QUIXADÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-01,M,17
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-01,M,22
VÁRZEA ALEGRE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-01,M,39
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-02,M,29
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-06-02,M,25
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-02,M,-
FORTALEZA,HOMICIDIO DOLOSO,OUTROS,2019-06-02,M,14
HORIZONTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-02,M,22
TRAIRI,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-03,M,30
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-03,M,23
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-03,M,18
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-04,M,35
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-04,M,49
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-06-04,M,23
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-04,M,35
JIJOCA DE JERICOACOARA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-04,M,48
JIJOCA DE JERICOACOARA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-04,M,26
PARAMOTI,HOMICIDIO DOLOSO,ARMA BRANCA,2019-06-05,M,53
IRAUÇUBA,FEMINICÍDIO,ARMA BRANCA,2019-06-05,F,15
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-05,M,36
FORTALEZA,LESÃO CORPORAL SEGUIDA DE MORTE,ARMA DE FOGO,2019-06-05,M,32
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-05,F,17
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-05,M,28
SÃO GONÇALO DO AMARANTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-05,F,41
FORTALEZA,LESÃO CORPORAL SEGUIDA DE MORTE,ARMA DE FOGO,2019-06-05,F,21
HORIZONTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-06,M,19
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-06-06,M,-
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-06-06,M,36
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-06,M,26
JUAZEIRO DO NORTE,FEMINICÍDIO,ARMA BRANCA,2019-06-06,F,36
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-06,M,18
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-07,M,33
ORÓS,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-07,M,25
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-07,M,18
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-06-07,M,32
CAMOCIM,HOMICIDIO DOLOSO,ARMA BRANCA,2019-06-07,M,32
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-07,M,32
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-06-08,M,29
SOBRAL,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-08,M,67
ITAPIPOCA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-06-08,F,1
ITAPIPOCA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-06-08,F,31
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-06-08,F,24
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-09,M,23
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-09,M,21
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-09,M,26
LIMOEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-09,M,34
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-09,M,22
CAMPOS SALES,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-09,M,41
CHOROZINHO,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-09,M,24
AMONTADA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-09,M,27
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-09,M,18
PORTEIRAS,HOMICIDIO DOLOSO,ARMA BRANCA,2019-06-10,M,18
PARAMBU,LESÃO CORPORAL SEGUIDA DE MORTE,OUTROS,2019-06-10,M,81
CRATO,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-10,M,34
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-11,M,38
MOMBAÇA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-06-11,M,37
BREJO SANTO,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-11,M,19
BREJO SANTO,LESÃO CORPORAL SEGUIDA DE MORTE,OUTROS,2019-06-11,M,50
CASCAVEL,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-12,M,22
BEBERIBE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-12,M,14
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-12,M,23
QUIXADÁ,HOMICIDIO DOLOSO,OUTROS,2019-06-12,M,41
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-12,M,27
SOBRAL,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-12,M,42
BEBERIBE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-12,M,29
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-12,F,72
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-12,M,46
SANTA QUITÉRIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-13,F,20
SANTA QUITÉRIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-13,M,42
CANINDÉ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-13,M,37
UBAJARA,LESÃO CORPORAL SEGUIDA DE MORTE,OUTROS,2019-06-14,M,48
ITAREMA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-14,M,24
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-15,M,26
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-15,M,23
SENADOR POMPEU,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-15,M,18
BANABUIÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-15,M,18
ITAPIPOCA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-15,M,33
SÃO GONÇALO DO AMARANTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-15,M,42
IBIAPINA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-15,M,27
ACARAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-16,M,17
TURURU,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-16,M,24
ITAPAJÉ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-16,M,33
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-06-16,M,33
