MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
ALTO SANTO,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-01,M,43
ALTO SANTO,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-01,M,30
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-01,M,20
CRATO,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-01,M,23
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-02,M,16
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-02,M,23
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-02,M,21
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-02,M,17
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-02,F,51
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-03,M,20
FORTALEZA,HOMICIDIO DOLOSO,OUTROS MEIOS,2019-10-03,M,19
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-03,M,48
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-04,M,21
ARACOIABA,HOMICIDIO DOLOSO,OUTROS MEIOS,2019-10-04,M,36
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-05,M,46
BARREIRA,HOMICIDIO DOLOSO,OUTROS MEIOS,2019-10-05,M,46
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-05,M,46
SOBRAL,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-05,M,26
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-05,M,27
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-05,M,22
SANTANA DO ACARAÚ,HOMICIDIO DOLOSO,ARMA BRANCA,2019-10-05,M,68
PACATUBA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-05,M,17
SOLONÓPOLE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-06,M,35
COREAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-06,M,22
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-06,M,45
ARACOIABA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-06,M,49
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-06,M,26
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-06,M,22
QUIXERÉ,LESAO CORPORAL SEGUIDA DE MORTE,OUTROS MEIOS,2019-10-06,M,66
GENERAL SAMPAIO,HOMICIDIO DOLOSO,ARMA BRANCA,2019-10-06,M,72
ARACATI,FEMINICÍDIO,ARMA BRANCA,2019-10-06,F,25
FORTALEZA,FEMINICÍDIO,ARMA DE FOGO,2019-10-06,F,2
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-06,M,25
CAUCAIA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-10-07,M,24
SOBRAL,HOMICIDIO DOLOSO,ARMA BRANCA,2019-10-07,M,28
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-07,M,46
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-10-07,M,36
