MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
SOBRAL,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-01,M,19
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-01,M,-
SANTANA DO ACARAÚ,HOMICIDIO DOLOSO,ARMA BRANCA,2019-07-01,M,41
MOMBAÇA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-01,M,47
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-01,M,45
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-01,M,21
CHOROZINHO,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-01,F,41
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-02,M,30
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA BRANCA,2019-07-02,M,63
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-02,M,26
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-02,M,36
QUIXADÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-03,M,36
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-03,M,30
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-07-03,M,25
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-03,M,23
ITAPIPOCA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-03,M,47
FORTALEZA,HOMICIDIO DOLOSO,OUTROS,2019-07-04,F,51
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-04,M,29
AQUIRAZ,HOMICIDIO DOLOSO,ARMA BRANCA,2019-07-04,M,31
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-05,M,31
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-05,M,18
IGUATU,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-05,M,40
FORTALEZA,HOMICIDIO DOLOSO,OUTROS,2019-07-06,M,48
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-06,F,19
GUARACIABA DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-06,M,32
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-06,M,25
TIANGUÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-06,M,26
MARTINÓPOLE,HOMICIDIO DOLOSO,ARMA BRANCA,2019-07-07,M,23
SANTA QUITÉRIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-07,M,17
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-07,M,27
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-07,M,34
EUSÉBIO,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-07,M,17
ITAREMA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-07-07,M,18
