MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
PACATUBA,HOMICIDIO DOLOSO,OUTROS,2019-05-01,M,41
CAUCAIA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-05-01,M,25
IGUATU,HOMICIDIO DOLOSO,ARMA BRANCA,2019-05-01,M,22
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-05-01,M,27
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-05-01,M,16
MARANGUAPE,HOMICIDIO DOLOSO,ARMA BRANCA,2019-05-02,M,56
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-05-02,M,28
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-05-02,M,28
MARACANAÚ,HOMICIDIO DOLOSO,OUTROS,2019-05-02,M,-
VIÇOSA DO CEARÁ,HOMICIDIO DOLOSO,ARMA BRANCA,2019-05-02,M,27
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-05-02,M,26
PACAJUS,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-05-02,M,18
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-05-02,M,28
EUSÉBIO,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-05-02,M,38
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-05-02,M,33
CHOROZINHO,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-05-03,M,24
OCARA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-05-03,M,44
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-05-03,M,38
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-05-03,M,21
BATURITÉ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-05-04,M,22
NOVO ORIENTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-05-05,M,63
CASCAVEL,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-05-05,M,19
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-05-05,M,33
QUIXERAMOBIM,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-05-05,M,22
