MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-01,M,35
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-01,F,33
TRAIRI,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-01,M,29
LIMOEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-01,F,17
LIMOEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-01,M,31
ALTO SANTO,HOMICIDIO DOLOSO,ARMA BRANCA,2019-12-01,M,53
IPUEIRAS,HOMICIDIO DOLOSO,ARMA BRANCA,2019-12-02,M,24
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-02,M,17
ITAREMA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-02,M,36
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-02,M,17
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-02,M,16
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-02,M,29
PEREIRO,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-02,M,21
SANTA QUITÉRIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-03,M,30
INDEPENDÊNCIA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-12-03,M,57
TABULEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-03,M,39
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-03,M,16
BATURITÉ,HOMICIDIO DOLOSO,ARMA BRANCA,2019-12-03,M,27
FORTALEZA,ROUBO SEGUIDO DE MORTE (LATROCINIO),ARMA DE FOGO,2019-12-04,M,37
BANABUIÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-04,M,20
QUIXADÁ,LESAO CORPORAL SEGUIDA DE MORTE,OUTROS MEIOS,2019-12-04,M,49
CHOROZINHO,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-04,M,31
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-04,M,21
AQUIRAZ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-05,M,18
BANABUIÚ,HOMICIDIO DOLOSO,OUTROS MEIOS,2019-12-06,M,21
CARIRIAÇU,HOMICIDIO DOLOSO,OUTROS MEIOS,2019-12-06,M,23
ACARAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-06,M,43
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-06,M,21
BANABUIÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-06,F,20
FORTALEZA,FEMINICÍDIO,ARMA BRANCA,2019-12-06,F,15
ICÓ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-07,M,28
MILAGRES,HOMICIDIO DOLOSO,ARMA BRANCA,2019-12-07,M,31
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-07,M,21
QUIXADÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-07,M,26
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-07,M,22
TRAIRI,HOMICIDIO DOLOSO,OUTROS MEIOS,2019-12-07,M,22
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-07,M,28
ACOPIARA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-12-08,M,39
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-12-08,M,34
PARACURU,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-08,M,31
ARACOIABA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-08,M,37
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-08,M,27
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-08,M,20
AQUIRAZ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-09,M,-
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-09,M,22
ARACOIABA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-09,M,22
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-09,M,34
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-09,M,17
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-09,F,14
LIMOEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-10,M,29
NOVO ORIENTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-10,M,25
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-10,M,44
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-10,M,19
TIANGUÁ,FEMINICÍDIO,OUTROS MEIOS,2019-12-10,F,43
IGUATU,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-10,M,29
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-10,F,15
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-11,M,23
HORIZONTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-11,M,25
ICÓ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-11,M,46
QUIXERÉ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-11,M,33
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-11,M,21
TAMBORIL,HOMICIDIO DOLOSO,ARMA BRANCA,2019-12-11,M,30
SÃO GONÇALO DO AMARANTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-11,M,25
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-11,M,18
EUSÉBIO,HOMICIDIO DOLOSO,OUTROS MEIOS,2019-12-11,M,85
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-12,M,18
QUIXADÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-12,F,24
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-12,M,51
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-12,M,26
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-12,F,-
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-12,M,53
GUAIÚBA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-12,M,19
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-12,M,40
RUSSAS,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-12,M,25
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-12,M,15
CRATEÚS,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-13,M,19
ACOPIARA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-12-13,M,52
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-13,M,24
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-13,M,71
ASSARÉ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-13,M,34
GUAIÚBA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-13,M,30
LIMOEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-14,M,18
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-14,M,30
MAURITI,HOMICIDIO DOLOSO,ARMA BRANCA,2019-12-14,M,32
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-14,F,26
CASCAVEL,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-14,M,29
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-14,M,23
SOBRAL,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-14,M,35
QUIXERÉ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-14,M,30
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-14,M,17
PACUJÁ,FEMINICÍDIO,ARMA BRANCA,2019-12-14,F,58
AQUIRAZ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-15,M,29
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-15,F,36
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-15,M,17
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-15,M,24
FRECHEIRINHA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-15,M,55
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-15,M,29
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-15,M,45
PACAJUS,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-15,M,22
QUIXERAMOBIM,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-15,M,38
CRUZ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-15,F,40
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-15,M,22
PARACURU,HOMICIDIO DOLOSO,OUTROS MEIOS,2019-12-15,F,24
BREJO SANTO,HOMICIDIO DOLOSO,ARMA BRANCA,2019-12-16,M,37
HIDROLÂNDIA,HOMICIDIO DOLOSO,ARMA BRANCA,2019-12-16,M,39
CASCAVEL,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-16,M,32
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-16,M,29
IGUATU,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-16,M,26
GRANJA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-16,M,21
MORADA NOVA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-16,F,46
PACOTI,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-16,M,22
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-17,M,45
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-17,M,20
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-17,M,23
BARBALHA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-17,M,30
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-17,M,20
SOBRAL,HOMICIDIO DOLOSO,ARMA BRANCA,2019-12-17,M,26
ARACOIABA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-18,M,44
ICAPUÍ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-18,M,45
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-18,M,39
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-18,M,19
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-18,M,22
CARIÚS,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-19,M,30
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-19,M,20
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-19,M,38
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-20,M,43
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-20,M,33
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-20,M,31
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2019-12-20,M,16
