MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-01,M,25
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-01,M,35
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-01,M,21
CAUCAIA,HOMICIDIO DOLOSO,ARMA BRANCA,2020-11-01,M,50
CRATO,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-01,M,18
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-01,M,24
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-01,M,19
SANTANA DO ACARAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-01,M,20
MORRINHOS,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-02,M,23
PACAJUS,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-02,M,25
RUSSAS,HOMICIDIO DOLOSO,ARMA BRANCA,2020-11-02,M,24
APUIARÉS,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-02,M,28
MORADA NOVA,HOMICIDIO DOLOSO,ARMA BRANCA,2020-11-02,F,31
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-02,M,20
QUIXADÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-02,M,60
PARAIPABA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-02,M,15
AQUIRAZ,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-02,M,34
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-02,M,37
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-02,M,21
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-02,M,31
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-02,M,17
PACATUBA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-02,M,19
CARIRÉ,HOMICIDIO DOLOSO,ARMA BRANCA,2020-11-02,M,34
PACAJUS,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-03,M,25
CEDRO,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-03,M,22
COREAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-03,M,16
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-04,M,18
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-04,M,46
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-04,M,26
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-04,M,25
PACAJUS,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-11-04,M,21
