MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
GUARAMIRANGA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-01,F,29
ANTONINA DO NORTE,HOMICIDIO DOLOSO,ARMA BRANCA,2020-03-01,M,15
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-01,M,25
CAUCAIA,ROUBO SEGUIDO DE MORTE (LATROCINIO),ARMA DE FOGO,2020-03-01,M,48
PACATUBA,HOMICIDIO DOLOSO,ARMA BRANCA,2020-03-01,M,27
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-01,M,31
LIMOEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-01,M,20
AQUIRAZ,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-01,M,25
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-01,M,31
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-01,M,17
SANTANA DO ACARAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-01,M,23
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-01,M,23
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-01,M,37
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-01,M,27
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-01,M,31
SÃO LUÍS DO CURU,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-01,M,43
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-01,M,27
TABULEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-01,M,28
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-01,M,19
TABULEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-01,M,25
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-01,M,25
PACAJUS,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-01,M,24
URUBURETAMA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-01,M,23
TABULEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-02,M,48
SOBRAL,HOMICIDIO DOLOSO,OUTROS MEIOS,2020-03-02,M,33
CASCAVEL,LESAO CORPORAL SEGUIDA DE MORTE,OUTROS MEIOS,2020-03-02,M,25
SOBRAL,FEMINICÍDIO,ARMA BRANCA,2020-03-02,F,47
CAPISTRANO,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-02,M,35
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-02,M,14
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-02,M,25
SABOEIRO,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-02,M,58
FORQUILHA,HOMICIDIO DOLOSO,ARMA BRANCA,2020-03-02,M,37
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-02,M,13
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-02,M,15
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-02,F,15
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-02,F,32
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-02,M,22
PARACURU,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-02,M,31
QUIXERAMOBIM,HOMICIDIO DOLOSO,OUTROS MEIOS,2020-03-03,M,23
CASCAVEL,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-03,M,19
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-03,M,36
MAURITI,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-03,M,31
CASCAVEL,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-03,M,27
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-03,M,43
ACARAÚ,HOMICIDIO DOLOSO,ARMA BRANCA,2020-03-03,M,65
ARATUBA,HOMICIDIO DOLOSO,ARMA BRANCA,2020-03-03,M,27
AMONTADA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-04,M,24
SOBRAL,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-04,M,22
TABULEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-04,M,20
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-04,M,49
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-04,M,28
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-03-04,M,34
