MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2020-05-01,F,11
TURURU,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-01,M,26
SOBRAL,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-01,M,22
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-01,M,32
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2020-05-01,M,30
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-01,M,31
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-01,M,31
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-01,M,32
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-01,M,24
CAPISTRANO,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-01,M,22
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2020-05-01,F,39
MORRINHOS,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-01,M,32
LAVRAS DA MANGABEIRA,ROUBO SEGUIDO DE MORTE (LATROCINIO),OUTROS MEIOS,2020-05-01,F,79
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-01,M,20
ITAITINGA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-01,M,17
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-01,M,13
QUIXADÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-01,F,23
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-01,M,22
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-01,M,21
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2020-05-01,F,5
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-02,M,25
ACOPIARA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-02,M,54
CRATEÚS,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-02,M,46
BATURITÉ,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-02,M,26
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-02,M,33
CHOROZINHO,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-02,M,22
ITAITINGA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-02,F,26
CHOROZINHO,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-02,M,38
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-02,M,31
NOVA OLINDA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-02,M,37
PACATUBA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-02,M,32
RUSSAS,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-02,M,74
ACOPIARA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-02,F,25
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-02,M,16
MORADA NOVA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-02,M,24
EUSÉBIO,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-02,M,19
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-02,M,37
ICÓ,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-02,M,22
ACOPIARA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-02,F,50
ARACATI,HOMICIDIO DOLOSO,OUTROS MEIOS,2020-05-02,M,51
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-02,M,21
CRUZ,HOMICIDIO DOLOSO,ARMA BRANCA,2020-05-03,M,25
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2020-05-03,M,49
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-03,M,26
ARATUBA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-03,F,30
JAGUARUANA,HOMICIDIO DOLOSO,OUTROS MEIOS,2020-05-03,M,25
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-03,M,38
TABULEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-03,M,17
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-03,M,20
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-03,M,17
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-03,M,35
SANTANA DO ACARAÚ,HOMICIDIO DOLOSO,ARMA BRANCA,2020-05-03,M,30
IGUATU,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-03,M,24
SOBRAL,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-03,M,18
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-03,M,23
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-04,M,32
SOBRAL,HOMICIDIO DOLOSO,ARMA BRANCA,2020-05-04,M,30
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-04,M,35
MARCO,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-04,M,22
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-04,M,37
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-04,M,21
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-05,M,22
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-05,F,19
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-05,M,18
LIMOEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-05,M,18
LIMOEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-05,M,52
SOBRAL,HOMICIDIO DOLOSO,ARMA BRANCA,2020-05-05,M,21
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-05,M,23
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-05,M,25
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-05,M,52
PINDORETAMA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-05,M,28
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-05,M,26
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-05,M,15
IGUATU,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-06,M,27
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-06,M,23
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-06,F,20
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-06,M,29
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-06,M,22
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-06,M,19
CASCAVEL,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-06,M,25
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-06,F,13
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-07,M,21
HORIZONTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-07,M,17
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-07,M,18
MARACANAÚ,HOMICIDIO DOLOSO,OUTROS MEIOS,2020-05-07,M,31
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2020-05-07,M,17
PACAJUS,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-07,M,19
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-07,M,31
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-08,F,22
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-08,M,37
CEDRO,HOMICIDIO DOLOSO,ARMA BRANCA,2020-05-08,M,30
IGUATU,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-08,M,28
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-08,M,20
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-08,M,26
CASCAVEL,HOMICIDIO DOLOSO,ARMA BRANCA,2020-05-08,M,33
ERERÊ,HOMICIDIO DOLOSO,ARMA BRANCA,2020-05-08,M,37
FORTALEZA,FEMINICÍDIO,ARMA DE FOGO,2020-05-09,F,50
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-09,M,37
TIANGUÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-09,M,19
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-09,M,20
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-09,M,18
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-09,M,25
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-09,M,22
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-09,M,24
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-09,M,75
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-09,M,32
HORIZONTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-09,M,24
PACOTI,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-09,M,74
HORIZONTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-09,M,27
MISSÃO VELHA,HOMICIDIO DOLOSO,ARMA BRANCA,2020-05-09,F,34
CAMPOS SALES,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-09,M,48
CAMPOS SALES,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-09,M,28
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-09,M,58
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-09,M,35
CASCAVEL,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-10,M,21
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-05-10,M,29
