MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
CANINDÉ,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-09-01,M,19
AMONTADA,FEMINICÍDIO,ARMA BRANCA,2020-09-01,F,37
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2020-09-01,M,21
CARIRÉ,HOMICIDIO DOLOSO,ARMA BRANCA,2020-09-01,M,40
GUAIÚBA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-09-01,M,31
ACARAÚ,HOMICIDIO DOLOSO,OUTROS MEIOS,2020-09-01,F,65
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-09-01,M,18
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-09-02,M,28
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-09-02,M,28
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-09-02,M,24
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-09-02,M,27
SOBRAL,FEMINICÍDIO,ARMA BRANCA,2020-09-02,F,29
SOBRAL,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-09-03,M,19
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-09-03,M,33
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-09-03,M,31
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-09-03,M,18
AQUIRAZ,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-09-03,M,21
FRECHEIRINHA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-09-03,M,38
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-09-04,M,23
ARACOIABA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-09-04,M,46
CEDRO,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-09-04,M,43
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-09-04,M,19
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-09-05,M,46
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-09-05,M,22
FORQUILHA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-09-05,M,51
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2020-09-05,M,40
FORTALEZA,LESAO CORPORAL SEGUIDA DE MORTE,OUTROS MEIOS,2020-09-05,M,-
