MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
AURORA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-07-01,M,40
CAMOCIM,HOMICIDIO DOLOSO,OUTROS,2017-07-01,M,28
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-07-01,M,29
ALTO SANTO,HOMICIDIO DOLOSO,ARMA BRANCA,2017-07-01,M,27
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-07-01,M,24
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-07-01,M,21
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-07-01,M,39
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-07-01,M,19
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-07-01,M,19
AQUIRAZ,LESÃO CORPORAL SEGUIDA DE MORTE,OUTROS,2017-07-01,M,-
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-07-01,F,-
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-07-01,M,38
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-07-01,M,21
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-07-01,M,18
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-07-01,M,23
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-07-01,M,17
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-07-01,M,17
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-07-02,M,20
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-07-02,M,16
SÃO BENEDITO,ROUBO SEGUIDO DE MORTE (LATROCINIO),ARMA DE FOGO,2017-07-02,M,32
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-07-02,M,48
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-07-02,M,28
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-07-02,M,39
HORIZONTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-07-02,M,34
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-07-02,M,41
