MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-01,F,17
PEDRA BRANCA,ROUBO SEGUIDO DE MORTE (LATROCINIO),ARMA DE FOGO,2017-08-01,M,69
TAUÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-01,M,31
ICAPUÍ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-01,M,22
EUSÉBIO,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-01,F,16
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-01,F,44
JAGUARETAMA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-01,F,27
PACAJUS,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-01,M,17
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-01,M,19
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-01,M,22
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-01,M,25
CAPISTRANO,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-01,M,20
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-01,M,70
NOVA RUSSAS,HOMICIDIO DOLOSO,OUTROS,2017-08-01,M,19
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-01,F,40
TAUÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-01,M,31
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-01,M,30
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-01,M,31
JAGUARETAMA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-01,M,25
GUAIÚBA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-01,M,23
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-02,M,-
CATARINA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-02,M,20
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-02,M,21
SÃO JOÃO DO JAGUARIBE,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-02,M,45
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-02,M,22
IGUATU,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-02,M,22
CHOROZINHO,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-02,M,41
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-02,F,14
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-02,M,47
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-02,M,40
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-02,M,26
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-02,M,37
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2017-08-02,M,33
