MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-01,M,17
VIÇOSA DO CEARÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-01,M,53
HORIZONTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-01,M,33
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-01,M,55
QUIXADÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-01,M,19
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-02,M,19
PACATUBA,HOMICIDIO DOLOSO,OUTROS,2018-08-02,F,-
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-02,M,20
SANTA QUITÉRIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-02,M,56
PALHANO,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-02,M,54
AURORA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-02,M,27
CATARINA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-02,M,21
FRECHEIRINHA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-02,M,29
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-03,M,25
PARAMOTI,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-03,M,37
PEDRA BRANCA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-03,M,15
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-03,M,41
CARIRIAÇU,HOMICIDIO DOLOSO,ARMA BRANCA,2018-08-03,M,67
PENTECOSTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-03,M,35
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-03,M,49
MASSAPÊ,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-03,M,22
CASCAVEL,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-04,M,38
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-04,M,23
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-04,M,26
ITAITINGA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-04,M,38
QUIXADÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-04,M,30
HORIZONTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-04,M,19
TRAIRI,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-04,F,17
MARTINÓPOLE,HOMICIDIO DOLOSO,OUTROS,2018-08-05,M,19
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-05,M,30
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-05,F,32
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-05,M,37
FORTALEZA,LESÃO CORPORAL SEGUIDA DE MORTE,OUTROS,2018-08-05,M,39
MADALENA,HOMICIDIO DOLOSO,ARMA BRANCA,2018-08-05,M,21
CRATO,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-05,M,20
FORTALEZA,LESÃO CORPORAL SEGUIDA DE MORTE,OUTROS,2018-08-05,M,38
AQUIRAZ,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-08-05,M,20
JIJOCA DE JERICOACOARA,HOMICIDIO DOLOSO,ARMA BRANCA,2018-08-05,M,36
