MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
QUIXADÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-01,F,34
SANTA QUITÉRIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-01,M,23
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-01,M,18
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-01,M,20
FORTALEZA,FEMINICÍDIO,OUTROS,2018-02-01,F,31
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-01,M,18
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-01,M,19
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-01,M,-
MARANGUAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-01,M,21
PACAJUS,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-01,M,31
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-01,M,20
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-01,M,24
SOLONÓPOLE,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-01,M,43
AQUIRAZ,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-01,M,44
CARIRIAÇU,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-01,F,59
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-01,F,29
LIMOEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-01,M,24
CARIRIAÇU,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-01,M,30
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-02,M,25
RUSSAS,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-02,M,24
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-02,M,48
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-02,M,38
CRATO,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-02,M,24
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-02,M,16
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-02,M,13
CHOROZINHO,HOMICIDIO DOLOSO,ARMA BRANCA,2018-02-02,M,20
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-02,M,20
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-02,F,15
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-03,M,14
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-03,M,30
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-03,M,31
ITAREMA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-03,F,15
SOBRAL,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-03,M,19
FORTALEZA,HOMICIDIO DOLOSO,OUTROS,2018-02-03,F,34
AQUIRAZ,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-03,M,13
PACAJUS,ROUBO SEGUIDO DE MORTE (LATROCINIO),OUTROS,2018-02-03,F,81
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-03,M,34
QUIXERAMOBIM,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-03,M,37
HORIZONTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-04,F,22
MORADA NOVA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-04,M,37
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-04,M,27
CATUNDA,HOMICIDIO DOLOSO,OUTROS,2018-02-04,M,14
BEBERIBE,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-04,M,25
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-04,M,31
MARCO,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-04,M,22
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-04,M,25
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-04,M,19
SÃO BENEDITO,HOMICIDIO DOLOSO,ARMA DE FOGO,2018-02-04,M,22
