MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-04-01,M,29
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-04-01,M,28
REDENÇÃO,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-04-01,M,23
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-04-01,M,22
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-04-01,M,19
BATURITÉ,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-04-01,M,45
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-04-01,M,21
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-04-01,M,19
CRATO,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-04-01,M,24
CRATO,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-04-01,M,22
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-04-02,M,64
ORÓS,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-04-02,M,29
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-04-02,M,36
PENAFORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-04-02,M,28
ARACATI,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-04-02,M,31
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-04-02,M,46
QUIXADÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-04-03,M,39
CRATO,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-04-03,M,25
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-04-03,M,23
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-04-03,M,16
URUBURETAMA,HOMICIDIO DOLOSO,ARMA BRANCA,2016-04-03,M,46
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-04-03,M,47
UMIRIM,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-04-03,M,26
