MUNICIPIO,NATUREZA_FATO,ARMA_UTILIZADA,DATA_MORTE,SEXO,IDADE
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-01,M,27
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2016-07-01,M,24
CRATEÚS,HOMICIDIO DOLOSO,ARMA BRANCA,2016-07-01,M,23
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-01,M,33
FORTALEZA,ROUBO SEGUIDO DE MORTE (LATROCINIO),ARMA DE FOGO,2016-07-02,M,26
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-02,M,22
CAUCAIA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-02,M,30
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-02,M,16
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-02,M,37
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2016-07-02,M,-
QUIXADÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-02,M,39
JIJOCA DE JERICOACOARA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-02,M,31
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-02,M,26
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-02,M,16
SOBRAL,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-03,M,34
ACARAPE,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-03,M,37
SÃO BENEDITO,HOMICIDIO DOLOSO,ARMA BRANCA,2016-07-03,M,50
PARACURU,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-03,M,49
CRATO,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-03,M,19
OCARA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-03,M,-
PENTECOSTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-04,M,22
PACAJUS,HOMICIDIO DOLOSO,ARMA BRANCA,2016-07-04,M,34
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-04,M,-
BARRO,HOMICIDIO DOLOSO,OUTROS,2016-07-04,M,19
CAUCAIA,LESÃO CORPORAL SEGUIDA DE MORTE,OUTROS,2016-07-04,M,51
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-04,M,23
MARACANAÚ,HOMICIDIO DOLOSO,ARMA BRANCA,2016-07-04,M,61
PACAJUS,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-04,M,22
GUAIÚBA,HOMICIDIO DOLOSO,OUTROS,2016-07-04,M,45
ITAPIPOCA,HOMICIDIO DOLOSO,ARMA BRANCA,2016-07-04,M,24
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-04,M,60
MORADA NOVA,ROUBO SEGUIDO DE MORTE (LATROCINIO),ARMA DE FOGO,2016-07-04,M,40
TABULEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA BRANCA,2016-07-04,M,51
BREJO SANTO,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-05,M,32
REDENÇÃO,HOMICIDIO DOLOSO,OUTROS,2016-07-05,M,40
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-05,M,34
MARACANAÚ,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-05,F,31
MOMBAÇA,HOMICIDIO DOLOSO,ARMA BRANCA,2016-07-06,M,40
IRAUÇUBA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-06,M,30
CANINDÉ,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-06,M,54
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-07,M,30
ITAPIPOCA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-07,M,37
LIMOEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-07,M,63
GUAIÚBA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-07,M,19
PACATUBA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-08,M,27
QUIXADÁ,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-08,M,42
PACATUBA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-08,M,20
PACATUBA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-08,M,18
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-08,M,49
MARCO,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-08,M,21
PACATUBA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-08,M,27
SENADOR POMPEU,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-08,M,48
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2016-07-08,M,40
VIÇOSA DO CEARÁ,HOMICIDIO DOLOSO,ARMA BRANCA,2016-07-09,M,24
BARBALHA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-09,M,26
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-09,M,25
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-09,M,39
JUAZEIRO DO NORTE,HOMICIDIO DOLOSO,ARMA BRANCA,2016-07-10,M,34
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-10,F,31
ITAITINGA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-10,M,19
ITAPIÚNA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-10,M,34
JARDIM,HOMICIDIO DOLOSO,ARMA BRANCA,2016-07-10,M,36
IPAPORANGA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-10,M,65
FORTALEZA,HOMICIDIO DOLOSO,ARMA BRANCA,2016-07-10,M,22
TIANGUÁ,HOMICIDIO DOLOSO,ARMA BRANCA,2016-07-10,M,25
IBICUITINGA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-10,F,38
GUAIÚBA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-11,M,17
AQUIRAZ,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-11,M,43
FORTALEZA,HOMICIDIO DOLOSO,ARMA DE FOGO,2016-07-11,M,22
